group_name,subgroup_name,subsubgroup_name,food_name,kcal,proteins,carbs,carbs_sugar,fats,fats_saturated,fibers,salt,new_name,deleted
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Luzerne, graine germée",23,3.3,0.9,0.2,0.7,0.1,1.9,0.0,"Luzerne, graine germée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Luzerne, graine",389,29.7,39.3,0.0,12.6,0.0,7.9,0.0,"Luzerne, graine",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,Noisette grillée,672,14.4,5.2,4.3,66.0,4.5,9.4,0.0,Noisette grillée,False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Lin, graine",436,20.2,6.6,1.6,36.6,3.2,27.3,0.1,"Lin, graine",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Sésame, graine décortiquée",607,21.1,4.5,0.5,56.1,8.1,11.9,0.1,"Sésame, graine décortiquée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Cacahuète, grillée à sec, salée",588,21.6,18.2,3.7,47.7,7.0,7.4,1.8,"Cacahuète, grillée à sec, salée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Sésame, grillé, graine décortiquée",536,17.0,9.1,0.5,48.0,6.7,16.9,0.1,"Sésame, grillé, graine décortiquée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Châtaigne ou Marron, appertisé",135,2.0,28.8,3.9,1.4,0.4,4.0,0.1,"Châtaigne ou Marron, appertisé",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Amande, mondée, émondée ou blanchie",593,21.4,8.8,4.6,52.5,4.0,9.9,0.0,"Amande, mondée, émondée ou blanchie",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Amande, grillée, salée",604,21.1,8.7,4.9,53.9,4.1,10.9,1.2,"Amande, grillée, salée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Noix de macadamia, grillée, salée",699,7.0,10.0,4.4,70.2,11.0,9.5,0.9,"Noix de macadamia, grillée, salée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Pistache, grillée",574,18.4,18.6,7.7,47.4,5.5,10.1,0.0,"Pistache, grillée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Tournesol, graine, grillé, salé",585,19.3,15.1,2.7,49.8,5.2,9.0,1.6,"Tournesol, graine, grillé, salé",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Noix de pécan, salées",717,10.2,5.0,4.9,73.0,7.1,3.0,1.0,"Noix de pécan, salées",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Chia, graine, séchée",373,16.5,7.7,0.0,30.7,3.3,34.4,0.0,"Chia, graine, séchée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,Mélange apéritif de graines (non salées) et fruits séchés,398,8.3,32.2,7.0,26.3,5.1,6.4,0.3,Mélange apéritif de graines (non salées) et fruits séchés,False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,Mélange apéritif de graines (non salées) et raisins secs,541,12.5,31.8,29.4,37.2,5.0,9.6,0.0,Mélange apéritif de graines (non salées) et raisins secs,False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Noisette grillée, salée",635,13.4,7.7,2.9,61.2,6.4,9.4,0.8,"Noisette grillée, salée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Lin, brun, graine",466,18.0,3.6,1.4,42.2,4.6,26.9,0.1,"Lin, brun, graine",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Cacahuète, grillée, sans sel ajouté",605,23.4,11.3,2.5,51.9,7.9,8.7,0.0,"Cacahuète, grillée, sans sel ajouté",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Noix de cajou, grillée, non salée",618,17.4,21.3,6.6,48.1,8.2,8.4,0.0,"Noix de cajou, grillée, non salée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Noix de cajou, grillée à sec, non salée",630,17.4,23.5,6.6,49.0,8.9,5.7,0.0,"Noix de cajou, grillée à sec, non salée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Pâte d'amande, préemballée",432,5.8,70.3,60.1,13.5,1.0,2.8,0.0,"Pâte d'amande, préemballée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,Beurre de cacahuète ou Pâte d'arachide,625,22.2,16.1,10.5,52.5,10.4,5.0,1.0,Beurre de cacahuète ou Pâte d'arachide,False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,Tahin ou Purée de sésame,606,17.7,13.8,0.5,53.4,7.5,7.0,0.2,Tahin ou Purée de sésame,False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Arachide, bouillie/cuite à l'eau, salée",298,15.5,9.5,2.5,22.0,3.1,8.8,1.9,"Arachide, bouillie/cuite à l'eau, salée",False
"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,-,"Soja, graine entière",432,34.5,20.8,7.3,19.2,2.7,13.0,0.0,"Soja, graine entière",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Blé dur précuit, grains entiers, cuit, non salé",149,5.5,27.4,0.0,0.9,0.2,3.8,0.0,"Blé dur précuit, grains entiers, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Nouilles asiatiques cuites, aromatisées",147,4.8,18.8,2.0,4.3,0.5,6.3,1.2,"Nouilles asiatiques cuites, aromatisées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Pâtes ou nouilles asiatiques au blé, cuites, nature, non salées",165,3.5,21.4,0.0,6.9,3.2,1.0,0.2,"Pâtes ou nouilles asiatiques au blé, cuites, nature, non salées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz complet, cuit, non salé",158,3.2,32.6,0.0,1.0,0.2,2.3,0.0,"Riz complet, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz blanc, cuit, non salé",145,2.9,31.8,0.0,0.4,0.1,0.8,0.0,"Riz blanc, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz blanc étuvé, cuit, non salé",146,3.0,31.7,0.1,0.6,0.3,1.1,0.0,"Riz blanc étuvé, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz rouge, cuit, non salé",141,3.4,28.2,0.0,0.7,0.0,4.0,0.0,"Riz rouge, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz sauvage, cuit, non salé",102,3.8,19.7,0.7,0.3,0.0,1.8,0.0,"Riz sauvage, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz thaï, cuit, non salé",143,2.9,30.5,0.0,0.7,0.3,1.1,0.0,"Riz thaï, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Riz basmati, cuit, non salé",117,2.7,24.4,0.0,0.6,0.3,1.0,0.0,"Riz basmati, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Flocons d'avoine, bouillis/cuits à l'eau",75,2.5,11.9,0.3,1.5,0.3,1.7,0.0,"Flocons d'avoine, bouillis/cuits à l'eau",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Orge perlée, bouilli/cuite à l'eau, non salée",119,2.3,24.4,0.3,0.4,0.1,3.8,0.0,"Orge perlée, bouilli/cuite à l'eau, non salée",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Mil, cuit, non salé",116,3.5,22.4,0.1,1.0,0.2,1.3,0.0,"Mil, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Quinoa, bouilli/cuit à l'eau, non salé",149,4.7,27.9,0.9,1.1,0.1,3.8,0.0,"Quinoa, bouilli/cuit à l'eau, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Polenta ou semoule de maïs, cuite, non salée",77,1.4,16.9,0.1,0.0,0.0,1.6,0.0,"Polenta ou semoule de maïs, cuite, non salée",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Graine de couscous (semoule de blé dur précuite), cuite, non salée",157,4.6,31.0,1.6,1.0,0.2,2.3,0.0,"Graine de couscous (semoule de blé dur précuite), cuite, non salée",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Boulgour de blé, cuit, non salé",111,3.7,21.7,0.0,0.5,0.1,2.2,0.0,"Boulgour de blé, cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Pâtes sèches standard, cuites, non salées",126,4.0,25.0,0.6,0.6,0.1,1.9,0.0,"Pâtes sèches standard, cuites, non salées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Pâtes fraîches, aux oeufs, cuites, non salées",168,5.8,32.0,0.0,1.3,0.0,1.5,0.0,"Pâtes fraîches, aux oeufs, cuites, non salées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Pâtes sèches, aux oeufs, cuites, non salées",134,4.6,23.0,0.8,2.0,0.3,2.0,0.0,"Pâtes sèches, aux oeufs, cuites, non salées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Pâtes sèches, sans gluten, cuites, non salées",163,3.1,34.4,0.5,1.1,0.3,1.0,0.0,"Pâtes sèches, sans gluten, cuites, non salées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Pâtes sèches, au blé complet, cuites, non salées",128,4.6,23.4,0.6,0.9,0.1,3.3,0.0,"Pâtes sèches, au blé complet, cuites, non salées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées",170,3.2,36.6,0.0,0.8,0.4,1.3,0.0,"Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées",168,11.7,25.1,1.0,0.8,0.2,4.9,0.0,"Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Vermicelle de riz, cuite, non salée",89,1.4,20.1,0.0,0.0,0.0,0.0,0.0,"Vermicelle de riz, cuite, non salée",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Vermicelle de soja, cuite, non salée",61,0.0,14.4,0.0,0.1,0.0,0.8,0.0,"Vermicelle de soja, cuite, non salée",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Gnocchi à la semoule, cuit",185,5.6,34.4,0.2,2.4,0.4,1.8,1.2,"Gnocchi à la semoule, cuit",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Gnocchi à la pomme de terre, cuit",177,5.0,33.6,1.1,2.0,0.3,2.0,1.0,"Gnocchi à la pomme de terre, cuit",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Gnocchi, cuit (aliment moyen)",181,6.3,34.0,0.6,7.9,0.3,1.9,1.1,"Gnocchi, cuit (aliment moyen)",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales cuits","Frik (blé dur immature concassé), cuit, non salé",76,2.0,14.0,0.0,0.5,0.0,3.5,0.0,"Frik (blé dur immature concassé), cuit, non salé",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Épeautre, cru",344,14.6,59.5,6.7,2.4,0.4,10.7,0.0,"Épeautre, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Blé de Khorasan, cru",342,14.5,59.5,7.7,2.1,0.2,11.1,0.0,"Blé de Khorasan, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Blé germé, cru",211,7.5,41.4,0.0,1.3,0.2,1.1,0.0,"Blé germé, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Blé dur entier, cru",343,12.1,62.4,3.2,2.2,0.4,11.0,0.0,"Blé dur entier, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Blé dur précuit, entier, cru",359,13.7,67.7,0.8,1.8,0.4,6.7,0.0,"Blé dur précuit, entier, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Riz blanc, cru",352,7.0,78.0,0.2,0.9,0.2,1.0,0.0,"Riz blanc, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Riz blanc étuvé, cru",356,7.1,78.6,0.4,1.0,0.2,1.3,0.0,"Riz blanc étuvé, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Riz complet, cru",350,7.0,71.4,0.7,2.8,0.6,5.0,0.0,"Riz complet, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Riz sauvage, cru",344,11.1,69.2,2.5,0.9,0.1,5.9,0.0,"Riz sauvage, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Riz rouge, cru",352,8.0,70.6,0.0,3.0,0.0,4.5,0.0,"Riz rouge, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Riz thaï ou basmati, cru",353,7.7,77.8,0.2,0.8,0.2,0.9,0.0,"Riz thaï ou basmati, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru",355,7.1,78.1,0.5,1.0,0.2,1.5,0.0,"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Maïs entier, cru",346,8.1,67.2,1.6,3.7,0.0,5.7,0.0,"Maïs entier, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Avoine, crue",378,16.9,55.7,1.2,6.9,1.2,10.6,0.0,"Avoine, crue",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Orge entière, crue",334,12.5,56.2,0.8,2.3,0.5,17.3,0.0,"Orge entière, crue",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Orge perlée, crue",346,9.9,68.6,0.8,1.2,0.2,9.1,0.0,"Orge perlée, crue",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Mil entier, cru",359,11.0,64.3,0.0,4.2,0.7,8.5,0.0,"Mil entier, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Quinoa, cru",358,13.2,58.1,0.0,6.1,0.7,7.0,0.0,"Quinoa, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Amarante, crue",369,13.5,58.6,1.7,7.0,1.5,6.7,0.0,"Amarante, crue",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Sorgho entier, cru",349,10.6,65.4,2.5,3.5,0.6,6.7,0.0,"Sorgho entier, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Sarrasin entier, cru",356,12.9,64.6,0.0,3.6,0.7,7.0,0.0,"Sarrasin entier, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Seigle entier, cru",334,9.8,61.0,1.0,2.0,0.2,15.0,0.0,"Seigle entier, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Semoule de blé dur, crue",352,10.9,71.6,1.0,1.2,0.2,3.4,0.0,"Semoule de blé dur, crue",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Semoule de blé dur, cuite, non salée",122,3.4,24.0,3.0,0.8,0.2,1.9,0.0,"Semoule de blé dur, cuite, non salée",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Mélange de céréales et légumineuses, cru",354,13.7,59.0,4.5,4.0,0.5,11.0,1.0,"Mélange de céréales et légumineuses, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Polenta ou semoule de maïs, précuite, sèche",350,7.9,74.0,0.0,1.8,0.0,3.2,0.0,"Polenta ou semoule de maïs, précuite, sèche",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Graine de couscous (semoule de blé dur précuite), crue",365,12.0,72.7,3.0,1.4,0.3,4.3,0.0,"Graine de couscous (semoule de blé dur précuite), crue",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Boulgour de blé, cru",351,11.5,66.8,0.4,1.7,0.3,9.6,0.0,"Boulgour de blé, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Pâtes sèches standard, crues",336,11.5,65.8,2.1,1.8,0.4,3.0,0.0,"Pâtes sèches standard, crues",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Pâtes fraîches, aux oeufs, crues",283,10.1,53.8,2.5,1.9,0.5,3.2,0.4,"Pâtes fraîches, aux oeufs, crues",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Pâtes sèches, aux oeufs, crues",381,14.0,68.0,2.2,4.7,1.3,3.2,0.1,"Pâtes sèches, aux oeufs, crues",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature",371,11.9,71.0,0.5,3.0,1.0,4.0,1.0,"Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Pâtes sèches, au blé complet, crues",353,11.8,67.6,1.8,2.2,0.4,6.1,0.0,"Pâtes sèches, au blé complet, crues",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Pâtes sèches, sans gluten, crues",356,6.2,79.0,0.4,1.2,0.2,1.2,0.0,"Pâtes sèches, sans gluten, crues",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Vermicelle de riz, sèche",365,7.4,80.5,0.0,1.0,0.3,1.2,0.0,"Vermicelle de riz, sèche",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Vermicelle de soja, sèche",344,0.0,84.7,1.4,0.1,0.0,1.6,0.0,"Vermicelle de soja, sèche",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Gnocchi à la pomme de terre, cru",176,4.7,35.0,3.2,1.4,0.3,2.2,1.2,"Gnocchi à la pomme de terre, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Gnocchi à la semoule, cru",200,6.2,37.0,9.9,2.6,0.3,1.9,2.2,"Gnocchi à la semoule, cru",False
produits céréaliers,"pâtes, riz et céréales","pâtes, riz et céréales crus","Frik (blé dur immature concassé), cru",323,9.6,55.8,0.0,2.2,0.0,19.3,0.0,"Frik (blé dur immature concassé), cru",False
produits céréaliers,pains et assimilés,pains,Pain (aliment moyen),276,8.2,54.4,2.7,1.6,0.4,3.8,1.3,Pain (aliment moyen),False
produits céréaliers,pains et assimilés,pains,"Pain, baguette, courante",287,8.3,58.3,2.3,1.4,0.4,2.7,1.3,"Pain, baguette, courante",False
produits céréaliers,pains et assimilés,pains,"Pain, baguette ou boule, au levain",261,7.4,53.1,2.4,1.3,0.2,2.1,0.0,"Pain, baguette ou boule, au levain",False
produits céréaliers,pains et assimilés,pains,"Pain, baguette, de tradition française",279,8.2,56.6,2.1,1.0,0.3,3.8,1.3,"Pain, baguette, de tradition française",False
produits céréaliers,pains et assimilés,pains,"Pain, baguette ou boule, bis (à la farine T80 ou T110) ",265,8.6,54.0,2.4,0.3,0.0,4.2,0.0,"Pain, baguette ou boule, bis (à la farine T80 ou T110) ",False
produits céréaliers,pains et assimilés,pains,"Pain courant, 400g ou boule",266,7.9,52.0,0.0,2.0,0.4,2.6,1.3,"Pain courant, 400g ou boule",False
produits céréaliers,pains et assimilés,pains,"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)",257,8.7,49.9,1.4,1.2,0.2,4.3,1.4,"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)",False
produits céréaliers,pains et assimilés,pains,"Pain, baguette ou boule, de campagne",253,7.5,50.0,2.5,1.3,0.4,4.3,1.4,"Pain, baguette ou boule, de campagne",False
produits céréaliers,pains et assimilés,pains,Pain complet ou intégral (à la farine T150),244,8.4,44.3,2.2,1.8,0.5,6.9,1.1,Pain complet ou intégral (à la farine T150),False
produits céréaliers,pains et assimilés,pains,"Pain de mie, complet",262,8.5,43.7,5.7,4.1,1.0,6.2,1.2,"Pain de mie, complet",False
produits céréaliers,pains et assimilés,pains,"Pain de mie, au son",278,6.8,46.0,3.5,5.5,0.0,7.0,1.4,"Pain de mie, au son",False
produits céréaliers,pains et assimilés,pains,"Pain de mie, multicéréale",274,8.8,43.6,4.4,5.4,1.2,5.7,1.3,"Pain de mie, multicéréale",False
produits céréaliers,pains et assimilés,pains,Pain au son,249,8.0,44.4,2.0,2.6,0.2,6.2,1.6,Pain au son,False
produits céréaliers,pains et assimilés,pains,"Pain de seigle, et froment",260,8.3,51.5,2.4,1.0,0.3,4.5,1.4,"Pain de seigle, et froment",False
produits céréaliers,pains et assimilés,pains,"Pain, sans gluten",261,2.6,51.8,4.9,3.3,1.2,6.5,1.6,"Pain, sans gluten",False
produits céréaliers,pains et assimilés,pains,"Pain, baguette, sans sel",279,8.3,56.5,8.6,1.3,0.3,2.7,0.0,"Pain, baguette, sans sel",False
produits céréaliers,pains et assimilés,pains,Pain panini,272,7.7,55.9,2.3,1.1,0.2,2.6,1.6,Pain panini,False
produits céréaliers,pains et assimilés,pains,Pain pita,259,7.5,53.0,2.2,0.9,0.2,2.7,1.4,Pain pita,False
produits céréaliers,pains et assimilés,pains,"Pain de mie, courant",278,7.1,52.3,7.8,3.6,0.6,1.8,1.2,"Pain de mie, courant",False
produits céréaliers,pains et assimilés,pains,"Pain de mie, sans croûte, préemballé",271,7.5,49.5,9.2,3.8,0.4,3.0,1.1,"Pain de mie, sans croûte, préemballé",False
produits céréaliers,pains et assimilés,pains,"Pain de mie brioché, préemballé",309,7.9,52.4,11.5,6.5,0.8,3.1,1.1,"Pain de mie brioché, préemballé",False
produits céréaliers,pains et assimilés,pains,"Pain, baguette ou boule, aux céréales et graines, artisanal",269,9.6,46.9,2.2,3.2,0.4,5.2,1.1,"Pain, baguette ou boule, aux céréales et graines, artisanal",False
produits céréaliers,pains et assimilés,pains,"Muffin anglais, complet, petit pain spécial, préemballé",217,12.5,32.9,2.1,1.9,0.2,7.1,1.0,"Muffin anglais, complet, petit pain spécial, préemballé",False
produits céréaliers,pains et assimilés,pains,"Muffin anglais, petit pain spécial, préemballé",228,10.6,39.6,4.2,1.9,0.4,3.2,1.0,"Muffin anglais, petit pain spécial, préemballé",False
produits céréaliers,pains et assimilés,pains,Bagel,272,9.3,47.3,5.4,4.0,1.0,3.4,1.1,Bagel,False
produits céréaliers,pains et assimilés,pains,"Pain pour hamburger ou hot dog (bun), préemballé",293,9.1,49.7,5.9,5.4,0.9,3.3,1.1,"Pain pour hamburger ou hot dog (bun), préemballé",False
produits céréaliers,pains et assimilés,pains,Pain blanc maison (avec farine pour machine à pain),256,7.8,52.1,0.0,0.9,0.2,2.6,1.4,Pain blanc maison (avec farine pour machine à pain),False
produits céréaliers,pains et assimilés,pains,Pain de campagne maison (avec farine pour machine à pain),240,8.0,46.7,0.0,0.9,0.2,5.1,1.3,Pain de campagne maison (avec farine pour machine à pain),False
produits céréaliers,pains et assimilés,pains,"Pain pour hamburger ou hot dog (bun), complet, préemballé",285,8.9,46.3,5.4,5.8,0.6,4.8,1.1,"Pain pour hamburger ou hot dog (bun), complet, préemballé",False
produits céréaliers,pains et assimilés,pains,"Bretzel, pain frais",330,9.2,54.6,3.6,7.1,1.0,3.8,3.4,"Bretzel, pain frais",False
produits céréaliers,pains et assimilés,pains,"Tortilla souple (à garnir), à base de maïs",313,9.1,54.7,2.6,5.8,0.8,2.8,1.1,"Tortilla souple (à garnir), à base de maïs",False
produits céréaliers,pains et assimilés,pains,"Tortilla souple (à garnir), à base de blé",327,8.3,52.1,1.6,8.2,3.8,3.8,1.2,"Tortilla souple (à garnir), à base de blé",False
produits céréaliers,pains et assimilés,pains,Blini,259,6.0,33.7,3.1,11.2,3.2,2.4,1.3,Blini,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,"Pain grillé, domestique",317,9.5,64.0,1.4,1.3,0.5,3.7,1.5,"Pain grillé, domestique",False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Biscotte classique,409,9.8,76.6,6.8,5.9,2.0,3.1,1.3,Biscotte classique,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Biscotte briochée,417,10.9,69.0,9.0,9.3,6.2,4.8,1.0,Biscotte briochée,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Biscotte sans adjonction de sel,405,10.4,74.0,5.7,5.9,2.6,5.2,0.0,Biscotte sans adjonction de sel,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Biscotte multicéréale,398,11.8,66.7,5.4,7.2,2.5,7.1,1.5,Biscotte multicéréale,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Biscotte complète ou riche en fibres,393,11.7,67.0,4.3,6.2,2.6,8.8,1.2,Biscotte complète ou riche en fibres,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Crackers de table au froment,450,7.8,75.0,0.4,12.0,4.5,4.1,1.5,Crackers de table au froment,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Galette de riz soufflé complet,385,7.3,80.5,0.7,3.0,0.5,2.9,0.2,Galette de riz soufflé complet,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Galette multicéréales soufflée,394,8.4,82.4,1.0,2.5,0.3,3.0,0.2,Galette multicéréales soufflée,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,"Pain grillé, tranches, au froment",404,9.8,74.4,5.3,6.2,2.5,4.3,1.6,"Pain grillé, tranches, au froment",False
produits céréaliers,pains et assimilés,biscottes et pains grillés,"Pain grillé brioché, tranché, préemballé",419,10.6,70.8,11.0,9.2,4.2,3.6,1.0,"Pain grillé brioché, tranché, préemballé",False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Pain grillé suédois au froment,402,8.9,68.5,6.2,8.2,1.6,7.3,1.1,Pain grillé suédois au froment,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Pain grillé suédois aux graines de lin,396,10.3,63.0,4.7,9.0,1.2,9.0,1.6,Pain grillé suédois aux graines de lin,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,"Tartine craquante, extrudée et grillée",379,10.0,73.7,6.4,3.6,1.0,4.4,1.4,"Tartine craquante, extrudée et grillée",False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Pain grillé suédois au blé complet,398,10.5,66.4,2.0,8.0,3.0,7.0,1.5,Pain grillé suédois au blé complet,False
